EPA AQS ID,Country Code,Data Source,EPA Region,Elevation,GMT Offset Amount (hours),Latitude,Local Time at Monitor,Longitude,OZONE,Ozone & PM AQI,Ozone & PM AQI (For Labeling),Ozone & PM AQI (For Sorting),Ozone AQI,Ozone AQI (For Labeling),Ozone AQI (For Sorting),Ozone Measured at Site,Ozone Unit of Measure,PM10,PM10 AQI,PM10 AQI (For Labeling),PM10 AQI (For Sorting),PM10 Measured at Site,PM10 Unit of Measure,PM2.5,PM2.5 AQI,PM2.5 AQI (For Labeling),PM2.5 AQI (For Sorting),PM2.5 Measured at Site,PM2.5 Unit of Measure,PM2.5 & PM10 AQI,PM2.5 & PM10 AQI (For Labeling),PM2.5 & PM10 AQI (For Sorting),Reporting Area(s),Site Name,State Name,Site Operational Status,ValidTime,ObjectId,MonitorType,x,y
040190021,US,Pima County Department of Environmental Quality,R9,0,-7,32.1764,2025-05-02 02:00:00 GMT-7,-110.7378,45,42,42,42,42,42,42,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Tucson,Saguaro National Park,AZ,Active,5/2/2025 9:00:00 AM,474959992,Permanent,-12327275.5075674,3786488.20687023
040191001,US,Pima County Department of Environmental Quality,R9,0,-7,32.202148,2025-05-02 02:00:00 GMT-7,-110.967915,,26,26,26,,ND,-999,0,,34.0,26.0,26,26,1,UG/M3,,,ND,-999,0,,26,26,26,,South Tucson,AZ,Active,5/2/2025 9:00:00 AM,474959993,Permanent,-12352891.7921913,3789875.04169479
040191011,US,Pima County Department of Environmental Quality,R9,0,-7,32.205,2025-05-02 02:00:00 GMT-7,-110.8772,27,31,31,31,31,31,31,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Tucson,22nd Street & Craycroft,AZ,Active,5/2/2025 9:00:00 AM,474959994,Permanent,-12342793.444584,3790250.24640319
040191018,US,Pima County Department of Environmental Quality,R9,0,-7,32.4253,2025-05-02 02:00:00 GMT-7,-111.0669,34,31,31,31,31,31,31,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Tucson,Tangerine & Camino de Oeste,AZ,Active,5/2/2025 9:00:00 AM,474959995,Permanent,-12363910.7519874,3819268.2511483
040191020,US,Pima County Department of Environmental Quality,R9,0,-7,32.0475,2025-05-02 02:00:00 GMT-7,-110.7739,43,33,33,33,33,33,33,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Tucson,Fairgrounds,AZ,Active,5/2/2025 9:00:00 AM,474959996,Permanent,-12331294.141185,3769547.3565471
040191028,US,Pima County Department of Environmental Quality,R9,0,-7,32.2953,2025-05-02 02:00:00 GMT-7,-110.9822,45,40,40,40,40,40,40,1,PPB,,,ND,-999,0,,4,19,19,19,1,UG/M3,19,19,19,Tucson,Children's Park Site,AZ,Active,5/2/2025 9:00:00 AM,474959997,Permanent,-12354481.9911172,3802136.06620699
040191030,US,Pima County Department of Environmental Quality,R9,0,-7,31.8794,2025-05-02 02:00:00 GMT-7,-110.9964,45,36,36,36,36,36,36,1,PPB,,,ND,-999,1,,2,9,9,9,1,UG/M3,9,9,9,Tucson,Green Valley,AZ,Active,5/2/2025 9:00:00 AM,474959998,Permanent,-12356062.7278865,3747490.39304918
040191032,US,Pima County Department of Environmental Quality,R9,0,-7,32.1731,2025-05-02 02:00:00 GMT-7,-110.9797,34,31,31,31,31,31,31,1,PPB,,,ND,-999,0,,4.4,29,29,29,1,UG/M3,29,29,29,Tucson,Rose Elementary,AZ,Active,5/2/2025 9:00:00 AM,474959999,Permanent,-12354203.6923903,3786054.20143286
040191034,US,Pima County Department of Environmental Quality,R9,0,-7,32.3806,2025-05-02 02:00:00 GMT-7,-111.1272,39,39,39,39,34,34,34,1,PPB,,,ND,-999,0,,8,39,39,39,1,UG/M3,39,39,39,Tucson,Coachline,AZ,Active,5/2/2025 9:00:00 AM,474960000,Permanent,-12370623.3172823,3813374.63574482
040191113,US,Pima County Department of Environmental Quality,R9,747.9,-7,32.25,2025-05-02 02:00:00 GMT-7,-110.9667,,22,22,22,,ND,-999,0,,30.0,22.0,22,22,1,UG/M3,3,21,21,21,1,UG/M3,22,22,22,Tucson,Geronimo,AZ,Active,5/2/2025 9:00:00 AM,474960001,Permanent,-12352756.53901,3796171.93501862
040210001,US,Pinal County Air Quality Control District,R9,0,-7,32.877583,2025-05-02 02:00:00 GMT-7,-111.752222,,44,44,44,,ND,-999,0,,22.0,39.0,39,39,1,UG/M3,4,44,44,44,1,UG/M3,44,44,44,West Pinal,Casa Grande Downtown,AZ,Active,5/2/2025 9:00:00 AM,474960014,Permanent,-12440200.4480569,3879066.40406115
040213001,US,Pinal County Air Quality Control District,R9,0,-7,33.421406,2025-05-02 02:00:00 GMT-7,-111.543596,42,43,43,43,43,43,43,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,AJ Maintenance Yard,AZ,Active,5/2/2025 9:00:00 AM,474960016,Permanent,-12416976.3079706,3951373.07731709
040213002,US,Pinal County Air Quality Control District,R9,0,-7,33.42,2025-05-02 02:00:00 GMT-7,-111.5042,,26,26,26,,ND,-999,0,,17.0,19.0,19,19,1,UG/M3,5.1,26,26,26,1,UG/M3,26,26,26,Phoenix,Apache Junction,AZ,Active,5/2/2025 9:00:00 AM,474960017,Permanent,-12412590.7653113,3951185.55510989
040213003,US,Pinal County Air Quality Control District,R9,0,-7,32.9544,2025-05-02 02:00:00 GMT-7,-111.7622,29,31,31,31,31,31,31,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,West Pinal,C GRANDE,AZ,Active,5/2/2025 9:00:00 AM,474960018,Permanent,-12441311.193936,3889252.88902987
040213007,US,Pinal County Air Quality Control District,R9,0,-7,32.508308,2025-05-02 02:00:00 GMT-7,-111.30806,25,25,25,25,25,25,25,1,PPB,25.0,21.0,21,21,1,UG/M3,,,ND,-999,0,,21,21,21,,Pinal Air Park,AZ,Active,5/2/2025 9:00:00 AM,474960019,Permanent,-12390756.5603871,3830220.46310497
040213008,US,Pinal County Air Quality Control District,R9,0,-7,32.881195,2025-05-02 02:00:00 GMT-7,-111.961998,,36,36,36,,ND,-999,0,,37.0,36.0,36,36,1,UG/M3,,,ND,-999,0,,36,36,36,West Pinal,Stanfield,AZ,Active,5/2/2025 9:00:00 AM,474960020,Permanent,-12463552.6055575,3879545.18319956
040213009,US,Pinal County Air Quality Control District,R9,0,-7,33.2192,2025-05-02 02:00:00 GMT-7,-111.5608,,35,35,35,,ND,-999,0,,34.0,35.0,35,35,1,UG/M3,,,ND,-999,0,,35,35,35,West Pinal,COMBS,AZ,Active,5/2/2025 9:00:00 AM,474960021,Permanent,-12418891.4484902,3924435.3714788
040213010,US,Pinal County Air Quality Control District,R9,0,-7,33.0587,2025-05-02 02:00:00 GMT-7,-112.0471,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,West Pinal|City of Maricopa,MARICOPA,AZ,Inactive,5/2/2025 9:00:00 AM,474960022,Permanent,-12473026.116863,3903098.00104216
040213011,US,Pinal County Air Quality Control District,R9,0,-7,32.891056,2025-05-02 02:00:00 GMT-7,-111.570503,,32,32,32,,ND,-999,0,,21.0,32.0,32,32,1,UG/M3,,,ND,-999,0,,32,32,32,West Pinal,Pinal County Housing,AZ,Active,5/2/2025 9:00:00 AM,474960023,Permanent,-12419971.5815094,3880852.3814214
040213014,US,Pinal County Air Quality Control District,R9,0,-7,32.757639,2025-05-02 02:00:00 GMT-7,-111.554861,,19,19,19,,ND,-999,0,,16.0,19.0,19,19,1,UG/M3,,,ND,-999,0,,19,19,19,West Pinal,Eloy,AZ,Active,5/2/2025 9:00:00 AM,474960024,Permanent,-12418230.3220344,3863178.60238009
040213015,US,Pinal County Air Quality Control District,R9,0,-7,32.884761,2025-05-02 02:00:00 GMT-7,-112.03705,,62,62,62,,ND,-999,0,,67.0,62.0,62,62,1,UG/M3,8.3,50,50,50,1,UG/M3,62,62,62,,Hidden Valley,AZ,Active,5/2/2025 9:00:00 AM,474960025,Permanent,-12471907.3559805,3880017.88407056
040213016,US,Pinal County Air Quality Control District,R9,0,-7,33.06115,2025-05-02 02:00:00 GMT-7,-112.05204,,19,19,19,,ND,-999,0,,15.0,19.0,19,19,1,UG/M3,,,ND,-999,0,,19,19,19,West Pinal,Maricopa,AZ,Active,5/2/2025 9:00:00 AM,474960026,Permanent,-12473576.0351475,3903423.41876923
040218001,US,Arizona Department of Environmental Quality,R9,668.3,-7,33.289398,2025-05-02 02:00:00 GMT-7,-111.292801,,49,49,49,49,49,49,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,Queen Valley,AZ,Active,5/2/2025 9:00:00 AM,474960029,Permanent,-12389057.9362771,3933780.00898557
040230004,US,Arizona Department of Environmental Quality,R9,1176.7,-7,31.337204,2025-05-02 02:00:00 GMT-7,-110.936722,,34,34,34,,ND,-999,0,,27.0,28.0,28,28,1,UG/M3,5.8,34,34,34,1,UG/M3,34,34,34,Nogales,Nogales Post Office,AZ,Active,5/2/2025 9:00:00 AM,474960035,Permanent,-12349419.4033149,3676619.36918178
040258033,US,Arizona Department of Environmental Quality,R9,1591.8,-7,34.546667,2025-05-02 02:00:00 GMT-7,-112.476111,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Prescott College,AZ,Inactive,5/2/2025 9:00:00 AM,474960036,Permanent,-12520783.4029277,4102444.38772763
040258034,US,Arizona Department of Environmental Quality,R9,0,-7,34.61205,2025-05-02 02:00:00 GMT-7,-112.46321,,46,46,46,46,46,46,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Prescott,Prescott Pioneer Park,AZ,Active,5/2/2025 9:00:00 AM,474960037,Permanent,-12519347.270177,4111284.47224835
040278011,US,Arizona Department of Environmental Quality,R9,59.8,-7,32.690277,2025-05-02 02:00:00 GMT-7,-114.614441,,41,41,41,41,41,41,1,,19.0,19.0,19,19,1,UG/M3,5,27,27,27,1,UG/M3,27,27,27,Yuma,Yuma Supersite,AZ,Active,5/2/2025 9:00:00 AM,474960038,Permanent,-12758821.2096757,3854265.20676597
060010007,US,Bay Area Air District,R9,137.3,-8,37.687526,2025-05-02 01:00:00 GMT-8,-121.784217,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Livermore,Livermore - Rincon,CA,Inactive,5/2/2025 9:00:00 AM,474960587,Permanent,-13556957.0230975,4535377.27510437
060010009,US,Bay Area Air District,R9,9.8,-8,37.743061,2025-05-02 01:00:00 GMT-8,-122.169907,38,35,35,35,35,35,35,1,PPB,,,ND,-999,0,,6,32,32,32,1,UG/M3,32,32,32,Oakland,Oakland,CA,Active,5/2/2025 9:00:00 AM,474960588,Permanent,-13599891.8375016,4543192.26550338
060010011,US,Bay Area Air District,R9,2.7,-8,37.8148,2025-05-02 01:00:00 GMT-8,-122.282402,41,48,48,48,37,37,37,1,PPB,,,ND,-999,0,,7,48,48,48,1,UG/M3,48,48,48,Oakland,Oakland West,CA,Active,5/2/2025 9:00:00 AM,474960589,Permanent,-13612414.7236184,4553296.19856965
060010012,US,Bay Area Air District,R9,4,-8,37.793624,2025-05-02 01:00:00 GMT-8,-122.263376,,48,48,48,,ND,-999,0,,,,ND,-999,0,,10,48,48,48,1,UG/M3,48,48,48,Oakland,Laney College,CA,Active,5/2/2025 9:00:00 AM,474960590,Permanent,-13610296.7589865,4550312.68778569
060010013,US,Bay Area Air District,R9,2.7,-8,37.864767,2025-05-02 01:00:00 GMT-8,-122.302741,,54,54,54,34,34,34,1,,,,ND,-999,0,,,54,54,54,1,,54,54,54,Oakland,Berkeley Aquatic Park,CA,Active,5/2/2025 9:00:00 AM,474960591,Permanent,-13614678.8507416,4560339.50030786
060010015,US,Bay Area Air District,R9,100.3,-8,37.701222,2025-05-02 01:00:00 GMT-8,-121.903019,,39,39,39,,ND,-999,0,,,,ND,-999,0,,6,39,39,39,1,UG/M3,39,39,39,Livermore,Pleasanton - Owens Ct.,CA,Active,5/2/2025 9:00:00 AM,474960592,Permanent,-13570182.0012428,4537304.05811799
060011001,US,Bay Area Air District,R9,5.2,-8,37.535599,2025-05-02 01:00:00 GMT-8,-121.9608,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Fremont|Redwood City,Fremont Chapel Way,CA,Inactive,5/2/2025 9:00:00 AM,474960593,Permanent,-13576614.1527403,4514027.66342055
060012001,US,Bay Area Air District,R9,88.5,-8,37.6547,2025-05-02 01:00:00 GMT-8,-122.0317,,36,36,36,36,36,36,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Fremont,Hayward,CA,Active,5/2/2025 9:00:00 AM,474960594,Permanent,-13584506.7046375,4530760.68995326
060012004,US,Bay Area Air District,R9,5.8,-8,37.8778,2025-05-02 01:00:00 GMT-8,-122.310303,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Berkeley,CA,Inactive,5/2/2025 9:00:00 AM,474960595,Permanent,-13615520.648731,4562177.40489842
060012005,US,Bay Area Air District,R9,526.1,-8,37.689615,2025-05-02 01:00:00 GMT-8,-121.631916,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Patterson Pass,CA,Inactive,5/2/2025 9:00:00 AM,474960596,Permanent,-13540002.9533302,4535671.13715894
060050002,US,California Air Resources Board,R9,0,-8,38.342606,2025-05-02 01:00:00 GMT-8,-120.764426,21,19,19,19,19,19,19,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Jackson - Clinton,CA,Active,5/2/2025 9:00:00 AM,474960597,Permanent,-13443434.408262,4627938.24771656
060070002,US,California Air Resources Board,R9,0,-8,39.7575,2025-05-02 01:00:00 GMT-8,-121.8422,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Chico,Chico - Manzanita,CA,Inactive,5/2/2025 9:00:00 AM,474960598,Permanent,-13563411.6611322,4830765.16298823
060070007,US,California Air Resources Board,R9,520.9,-8,39.708454,2025-05-02 01:00:00 GMT-8,-121.617309,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Paradise,Paradise - Airport,CA,Active,5/2/2025 9:00:00 AM,474960599,Permanent,-13538376.9095282,4823665.61745177
060070008,US,California Air Resources Board,R9,62.8,-8,39.76168,2025-05-02 01:00:00 GMT-8,-121.84047,35,50,50,50,31,31,31,1,PPB,27.0,22.0,22,22,1,UG/M3,11.6,50,50,50,1,UG/M3,50,50,50,Chico,Chico -  East,CA,Active,5/2/2025 9:00:00 AM,474960600,Permanent,-13563219.0784131,4831370.46337982
060072001,US,Butte County Air Quality Management District,R9,0,-8,39.7539,2025-05-02 01:00:00 GMT-8,-121.6244,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Paradise - Birch Street,CA,Active,5/2/2025 9:00:00 AM,474960601,Permanent,-13539166.2760374,4830243.88108992
060072002,US,California Air Resources Board,R9,0,-8,39.77919,2025-05-02 01:00:00 GMT-8,-121.59135,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Paradise,Paradise Theater,CA,Inactive,5/2/2025 9:00:00 AM,474960602,Permanent,-13535487.1668667,4833906.46325308
060074001,US,California Air Resources Board,R9,0,-8,39.32756,2025-05-02 01:00:00 GMT-8,-121.66881,,48,48,48,,ND,-999,0,,,,ND,-999,0,,7,48,48,48,1,UG/M3,48,48,48,Gridley,Gridley,CA,Active,5/2/2025 9:00:00 AM,474960603,Permanent,-13544109.9746235,4768700.93473186
060090001,US,California Air Resources Board,R9,300.1,-8,38.20185,2025-05-02 01:00:00 GMT-8,-120.680277,22,42,42,42,23,23,23,1,PPB,14.0,15.0,15,15,1,UG/M3,8,42,42,42,1,UG/M3,42,42,42,Calaveras County,San Andreas,CA,Active,5/2/2025 9:00:00 AM,474960604,Permanent,-13434066.9844312,4607979.82170858
060111002,US,California Air Resources Board,R9,0,-8,39.18919,2025-05-02 01:00:00 GMT-8,-121.99887,25,48,48,48,20,20,20,1,PPB,27.0,28.0,28,28,1,UG/M3,9.3,48,48,48,1,UG/M3,48,48,48,,Colusa - Sunrise Blvd.,CA,Active,5/2/2025 9:00:00 AM,474960606,Permanent,-13580852.0857548,4748807.76199219
060130002,US,Bay Area Air District,R9,0,-8,37.9383,2025-05-02 01:00:00 GMT-8,-122.025,39,35,35,35,35,35,35,1,PPB,,,ND,-999,0,,3,23,23,23,1,UG/M3,23,23,23,Concord,Concord,CA,Active,5/2/2025 9:00:00 AM,474960607,Permanent,-13583760.8640492,4570713.33508275
060130006,US,Bay Area Air District,R9,0,-8,37.9478,2025-05-02 01:00:00 GMT-8,-122.3636,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Concord,Richmond - 7th St,CA,Active,5/2/2025 9:00:00 AM,474960608,Permanent,-13621453.6436318,4572054.32575919
060130008,US,Bay Area Air District,R9,25.9,-8,37.9386,2025-05-02 01:00:00 GMT-8,-122.0247,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Concord|Fairfield|Livermore,Concord,CA,Inactive,5/2/2025 9:00:00 AM,474960609,Permanent,-13583727.468202,4570755.67950612
060131002,US,Bay Area Air District,R9,-1.8,-8,38.006311,2025-05-02 01:00:00 GMT-8,-121.641918,39,36,36,36,36,36,36,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Fairfield,Bethel Island,CA,Active,5/2/2025 9:00:00 AM,474960610,Permanent,-13541116.3708771,4580317.38387393
060131004,US,Bay Area Air District,R9,19.8,-8,37.9604,2025-05-02 01:00:00 GMT-8,-122.3571,,52,52,52,37,37,37,1,,,,ND,-999,0,,,52,52,52,1,,52,52,52,San Rafael,San Pablo - Rumrill,CA,Active,5/2/2025 9:00:00 AM,474960611,Permanent,-13620730.0669417,4573833.17038721
060132007,US,Bay Area Air District,R9,0,-8,37.743649,2025-05-02 01:00:00 GMT-8,-121.934188,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Livermore,San Ramon,CA,Active,5/2/2025 9:00:00 AM,474960612,Permanent,-13573651.7184513,4543275.04133078
060170010,US,California Air Resources Board,R9,0,-8,38.72528,2025-05-02 01:00:00 GMT-8,-120.82192,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Placerville,Placerville,CA,Inactive,5/2/2025 9:00:00 AM,474960613,Permanent,-13449834.6110656,4682396.33769264
060170011,US,California Air Resources Board,R9,1906.3,-8,38.94498,2025-05-02 01:00:00 GMT-8,-119.97061,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,South Lake Tahoe,South Lake Tahoe - Sandy Way,CA,Active,5/2/2025 9:00:00 AM,474960614,Permanent,-13355067.2153584,4713793.49113869
060170012,US,California Air Resources Board,R9,2251.2,-8,38.81161,2025-05-02 01:00:00 GMT-8,-120.03308,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Echo Summit (seasonal) - SLT695,CA,Active,5/2/2025 9:00:00 AM,474960615,Permanent,-13362021.3439483,4694722.13476797
060170020,US,California Air Resources Board,R9,473.1,-8,38.89094,2025-05-02 01:00:00 GMT-8,-121.00337,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Placerville|Cool,Cool (Seasonal),CA,Active,5/2/2025 9:00:00 AM,474960616,Permanent,-13470033.5326701,4706061.68129472
060190007,US,San Joaquin Valley Unified APCD,R9,0,-8,36.7056,2025-05-02 01:00:00 GMT-8,-119.7414,33,34,34,34,30,30,30,1,PPB,34.0,34.0,34,34,1,UG/M3,,,ND,-999,0,,34,34,34,Fresno,Fresno - Drummond Street,CA,Active,5/2/2025 9:00:00 AM,474960617,Permanent,-13329551.6748737,4398150.28349399
060190008,US,California Air Resources Board,R9,0,-8,36.7814,2025-05-02 01:00:00 GMT-8,-119.7722,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Fresno,Fresno - 1st Street,CA,Inactive,5/2/2025 9:00:00 AM,474960618,Permanent,-13332980.3151901,4408680.40998142
060190011,US,California Air Resources Board,R9,97,-8,36.78538,2025-05-02 01:00:00 GMT-8,-119.77321,26,53,53,53,27,27,27,1,PPB,36.0,31.0,31,31,1,UG/M3,11.6,53,53,53,1,UG/M3,53,53,53,Fresno,Fresno - Garland,CA,Active,5/2/2025 9:00:00 AM,474960619,Permanent,-13333092.7478758,4409233.59865799
060190242,US,San Joaquin Valley Unified APCD,R9,0,-8,36.8414,2025-05-02 01:00:00 GMT-8,-119.8744,21,25,25,25,25,25,25,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Fresno,Fresno - Sierra Skypark #2,CA,Active,5/2/2025 9:00:00 AM,474960620,Permanent,-13344357.1671492,4417022.98876617
060192008,US,San Joaquin Valley Unified APCD,R9,0,-8,36.1994,2025-05-02 01:00:00 GMT-8,-120.0991,,36,36,36,,ND,-999,0,,,,ND,-999,0,,7,36,36,36,1,UG/M3,36,36,36,,Huron,CA,Active,5/2/2025 9:00:00 AM,474960621,Permanent,-13369370.6567304,4328093.30612424
060192009,US,San Joaquin Valley Unified APCD,R9,0,-8,36.6324,2025-05-02 01:00:00 GMT-8,-120.3822,15,29,29,29,19,19,19,1,PPB,,,ND,-999,0,,5,29,29,29,1,UG/M3,29,29,29,,Tranquillity,CA,Active,5/2/2025 9:00:00 AM,474960622,Permanent,-13400885.204574,4387991.20190573
060192016,US,San Joaquin Valley Unified APCD,R9,0,-8,36.71088,2025-05-02 01:00:00 GMT-8,-119.77743,,56,56,56,,ND,-999,0,,,,ND,-999,0,,14,56,56,56,1,UG/M3,56,56,56,Fresno,Fresno-Foundry Park,CA,Active,5/2/2025 9:00:00 AM,474960623,Permanent,-13333562.516127,4398883.44361857
060193002,US,California Air Resources Board,R9,0,-8,36.6103,2025-05-02 01:00:00 GMT-8,-119.5375,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Parlier,CA,Inactive,5/2/2025 9:00:00 AM,474960624,Permanent,-13306853.6307009,4384925.9448161
060194001,US,San Joaquin Valley Unified APCD,R9,0,-8,36.5975,2025-05-02 01:00:00 GMT-8,-119.5036,32,31,31,31,31,31,31,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Parlier,CA,Active,5/2/2025 9:00:00 AM,474960625,Permanent,-13303079.899963,4383150.99400864
060195001,US,San Joaquin Valley Unified APCD,R9,0,-8,36.819199,2025-05-02 01:00:00 GMT-8,-119.7164,26,54,54,54,28,28,28,1,PPB,36.0,33.0,33,33,1,UG/M3,9.9,54,54,54,1,UG/M3,54,54,54,Fresno,Clovis - N. Villa Ave,CA,Active,5/2/2025 9:00:00 AM,474960626,Permanent,-13326768.6876039,4413935.33341945
060210002,US,California Air Resources Board,R9,0,-8,39.5175,2025-05-02 01:00:00 GMT-8,-122.1903,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,,,CA,Inactive,5/2/2025 9:00:00 AM,474960627,Permanent,-13602161.9758773,4796072.43879925
060210003,US,California Air Resources Board,R9,13.7,-8,39.53387,2025-05-02 01:00:00 GMT-8,-122.190834,18,46,46,46,17,17,17,1,PPB,30.0,29.0,29,29,1,UG/M3,9,46,46,46,1,UG/M3,46,46,46,Willows,Willows-Colusa,CA,Active,5/2/2025 9:00:00 AM,474960628,Permanent,-13602221.4204854,4798434.9528547
060231004,US,North Coast Unified Air Quality Management District,R9,20.7,-8,40.776943,2025-05-02 01:00:00 GMT-8,-124.177498,,13,13,13,,ND,-999,0,,13.0,13.0,13,13,1,UG/M3,,,ND,-999,0,,13,13,13,Eureka,Jacobs,CA,Active,5/2/2025 9:00:00 AM,474960629,Permanent,-13823375.8453427,4979496.27079807
060250005,US,California Air Resources Board,R9,0,-8,32.67618,2025-05-02 01:00:00 GMT-8,-115.48307,38,35,35,35,35,35,35,1,PPB,20.0,21.0,21,21,1,UG/M3,5.1,30,30,30,1,UG/M3,30,30,30,Imperial Valley|Calexico,Calexico - Ethel Street,CA,Active,5/2/2025 9:00:00 AM,474960630,Permanent,-12855516.547644,3852400.73143732
060250006,US,California Air Resources Board,R9,0,-8,32.677799,2025-05-02 01:00:00 GMT-8,-115.389702,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Calexico - East,CA,Inactive,5/2/2025 9:00:00 AM,474960631,Permanent,-12845122.8694276,3852614.84612073
060250007,US,Imperial County Air Pollution Control District,R9,0,-8,32.978298,2025-05-02 01:00:00 GMT-8,-115.5383,,12,12,12,,ND,-999,0,,12.0,12.0,12,12,1,UG/M3,-0.3,8,8,8,1,UG/M3,12,12,12,Imperial Valley|Brawley,Brawley - 220 Main Street,CA,Active,5/2/2025 9:00:00 AM,474960632,Permanent,-12861664.7231205,3892423.7400195
060251003,US,Imperial County Air Pollution Control District,R9,0,-8,32.7917,2025-05-02 01:00:00 GMT-8,-115.5617,47,45,45,45,45,45,45,1,PPB,17.0,17.0,17,17,1,UG/M3,1.8,10,10,10,1,UG/M3,17,17,17,Imperial Valley|El Centro,El Centro - 9th Street,CA,Active,5/2/2025 9:00:00 AM,474960633,Permanent,-12864269.599205,3867688.14825507
060254003,US,Imperial County Air Pollution Control District,R9,0,-8,33.0325,2025-05-02 01:00:00 GMT-8,-115.6225,36,38,38,38,38,38,38,1,PPB,22.0,26.0,26,26,1,UG/M3,,,ND,-999,0,,26,26,26,Imperial Valley|Westmorland,Westmorland - 570 Cook St,CA,Active,5/2/2025 9:00:00 AM,474960634,Permanent,-12871037.8242453,3899618.58977674
060254004,US,Imperial County Air Pollution Control District,R9,0,-8,33.2136,2025-05-02 01:00:00 GMT-8,-115.5444,25,34,34,34,25,25,25,1,PPB,33.0,34.0,34,34,1,UG/M3,,,ND,-999,1,,34,34,34,Imperial Valley|Niland,Niland - English Road,CA,Active,5/2/2025 9:00:00 AM,474960635,Permanent,-12862343.7720143,3923690.23219525
060270002,US,Great Basin Unified Air Pollution Control District,R9,1232.5,-8,37.360701,2025-05-02 01:00:00 GMT-8,-118.330835,23,30,30,30,30,30,30,1,PPB,7.0,6.0,6,6,1,UG/M3,2.8,15,15,15,1,UG/M3,15,15,15,Bishop,NCORE - Bishop,CA,Active,5/2/2025 9:00:00 AM,474960636,Permanent,-13172528.2973429,4489503.82327285
060270004,US,Great Basin Unified Air Pollution Control District,R9,0,-8,36.609,2025-05-02 01:00:00 GMT-8,-118.0578,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,,Lone Pine,CA,Inactive,5/2/2025 9:00:00 AM,474960637,Permanent,-13142134.1801741,4384745.66293604
060270021,US,Great Basin Unified Air Pollution Control District,R9,0,-8,36.2676,2025-05-02 01:00:00 GMT-8,-117.993,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Owens Lake|Great Basin Air District,Olancha,CA,Inactive,5/2/2025 9:00:00 AM,474960638,Permanent,-13134920.6771707,4337505.46875333
060270022,US,Great Basin Unified Air Pollution Control District,R9,0,-8,36.3261,2025-05-02 01:00:00 GMT-8,-117.9551,,7,7,7,,ND,-999,0,,11.0,7.0,7,7,1,UG/M3,,,ND,-999,0,,7,7,7,Owens Lake,Dirty Socks,CA,Active,5/2/2025 9:00:00 AM,474960639,Permanent,-13130701.6684697,4345585.50263083
